 ;Image;Region;Area-B;Area-G;Mean-B;Mean-G;IntDen-B;IntDen-G;positiv;;;
2029;14-DAPI-1-40x-402ms.tif;NBL;0.0645;0.0645;48.4832;1.1936;3.1249;0.0769;0;;;
172;01-DAPI-1-40x-402ms.tif;NBL;0.0285;0.0285;45.0304;1.1939;1.285;0.0341;0;;;
706;03-DAPI-1-40x-402ms.tif;NBL;0.0618;0.0618;34.7351;1.1947;2.1483;0.0739;0;;;
1969;14-DAPI-1-40x-402ms.tif;NBL;0.0251;0.0251;60.342;1.1948;1.5125;0.0299;0;;;
1001;05-DAPI-1-40x-402ms.tif;NBL;0.0306;0.0306;48.0674;1.195;1.4708;0.0366;0;;;
2265;15-DAPI-1-40x-402ms.tif;NBL;0.0671;0.0671;74.0955;1.1958;4.9686;0.0802;0;;;
1047;05-DAPI-1-40x-402ms.tif;NBL;0.0227;0.0227;47.3636;1.1962;1.0741;0.0271;0;;;
2040;14-DAPI-1-40x-402ms.tif;NBL;0.0323;0.0323;74.3826;1.198;2.4052;0.0387;0;;;
2053;14-DAPI-1-40x-402ms.tif;NBL;0.0893;0.0893;55.3256;1.1981;4.9406;0.107;0;;;
548;03-DAPI-1-40x-402ms.tif;NBL;0.0601;0.0601;41.7292;1.1986;2.5085;0.072;0;;;
591;03-DAPI-1-40x-402ms.tif;NBL;0.0463;0.0463;41.9742;1.1991;1.9448;0.0556;0;;;
616;03-DAPI-1-40x-402ms.tif;NBL;0.0283;0.0283;40.2146;1.1992;1.1389;0.034;0;;;
1788;09-DAPI-1-40x-402ms.tif;NBL;0.068;0.068;81.9362;1.1994;5.5744;0.0816;0;;;
1438;07-DAPI-1-40x-402ms.tif;NBL;0.0403;0.0403;21.7008;1.1995;0.8736;0.0483;0;;;
1448;07-DAPI-1-40x-402ms.tif;NBL;0.1043;0.1043;17.334;1.1998;1.8075;0.1251;0;;;
619;03-DAPI-1-40x-402ms.tif;NBL;0.0951;0.0951;47.992;1.2009;4.5617;0.1141;0;;;
775;04-DAPI-1-40x-402ms.tif;NBL;0.0756;0.0756;45.1406;1.2009;3.414;0.0908;0;;;
2419;16-DAPI-1-40x-402ms.tif;NBL;0.0656;0.0656;73.0397;1.2017;4.7948;0.0789;0;;;
75;01-DAPI-1-40x-402ms.tif;NBL;0.0587;0.0587;37.3715;1.2052;2.1938;0.0707;0;;;
369;02-DAPI-1-40x-402ms.tif;NBL;0.0391;0.0391;32.6972;1.2056;1.2772;0.0471;0;;;
1749;09-DAPI-1-40x-402ms.tif;NBL;0.0126;0.0126;65.0172;1.2069;0.8184;0.0152;0;;;
1377;07-DAPI-1-40x-402ms.tif;NBL;0.0758;0.0758;19.7024;1.2074;1.4944;0.0916;0;;;
678;03-DAPI-1-40x-402ms.tif;NBL;0.0319;0.0319;39.8163;1.2075;1.2702;0.0385;0;;;
1064;05-DAPI-1-40x-402ms.tif;NBL;0.0392;0.0392;42.1551;1.2078;1.6513;0.0473;0;;;
1808;09-DAPI-1-40x-402ms.tif;NBL;0.0219;0.0219;77.0644;1.2079;1.6891;0.0265;0;;;
341;02-DAPI-1-40x-402ms.tif;NBL;0.0297;0.0297;47.8978;1.208;1.424;0.0359;0;;;
2061;14-DAPI-1-40x-402ms.tif;NBL;0.0397;0.0397;71.9317;1.2104;2.8567;0.0481;0;;;
271;02-DAPI-1-40x-402ms.tif;NBL;0.0634;0.0634;43.4692;1.2106;2.7546;0.0767;0;;;
1447;07-DAPI-1-40x-402ms.tif;NBL;0.1046;0.1046;16.5975;1.2106;1.7361;0.1266;0;;;
205;02-DAPI-1-40x-402ms.tif;NBL;0.0906;0.0906;45.8503;1.2108;4.1542;0.1097;0;;;
507;02-DAPI-1-40x-402ms.tif;NBL;0.0256;0.0256;41.5212;1.2119;1.0633;0.031;0;;;
2337;16-DAPI-1-40x-402ms.tif;NBL;0.0235;0.0235;123.7926;1.212;2.9148;0.0285;0;;;
1117;05-DAPI-1-40x-402ms.tif;NBL;0.0358;0.0358;42.9364;1.2121;1.5374;0.0434;0;;;
1511;07-DAPI-1-40x-402ms.tif;NBL;0.0358;0.0358;20.697;1.2121;0.7411;0.0434;0;;;
334;02-DAPI-1-40x-402ms.tif;NBL;0.0266;0.0266;54.5347;1.2122;1.4498;0.0322;0;;;
935;04-DAPI-1-40x-402ms.tif;NBL;0.0327;0.0327;47.4684;1.2126;1.5503;0.0396;0;;;
689;03-DAPI-1-40x-402ms.tif;NBL;0.0204;0.0204;56.9734;1.2128;1.1622;0.0247;0;;;
1980;14-DAPI-1-40x-402ms.tif;NBL;0.0489;0.0489;68.8071;1.2129;3.3672;0.0594;0;;;
470;02-DAPI-1-40x-402ms.tif;NBL;0.0367;0.0367;40.2249;1.213;1.4753;0.0445;0;;;
89;01-DAPI-1-40x-402ms.tif;NBL;0.032;0.032;37.5729;1.2136;1.2027;0.0388;0;;;
1898;09-DAPI-1-40x-402ms.tif;NBL;0.0366;0.0366;81;1.2136;2.9619;0.0444;0;;;
931;04-DAPI-1-40x-402ms.tif;NBL;0.0309;0.0309;31.2351;1.214;0.9659;0.0375;0;;;
1781;09-DAPI-1-40x-402ms.tif;NBL;0.0279;0.0279;89.8872;1.214;2.5066;0.0339;0;;;
924;04-DAPI-1-40x-402ms.tif;NBL;0.038;0.038;35.6457;1.2143;1.3537;0.0461;0;;;
166;01-DAPI-1-40x-402ms.tif;NBL;0.0506;0.0506;55.5773;1.2146;2.8102;0.0614;0;;;
1863;09-DAPI-1-40x-402ms.tif;NBL;0.0283;0.0283;97.4751;1.2146;2.7605;0.0344;0;;;
1259;06-DAPI-1-40x-402ms.tif;NBL;0.0362;0.0362;20.2425;1.2156;0.7336;0.0441;0;;;
287;02-DAPI-1-40x-402ms.tif;NBL;0.0428;0.0428;55.6726;1.2157;2.3801;0.052;0;;;
1595;08-DAPI-1-40x-402ms.tif;NBL;0.0286;0.0286;25.6932;1.2159;0.736;0.0348;0;;;
1393;07-DAPI-1-40x-402ms.tif;NBL;0.04;0.04;24.3279;1.2168;0.9741;0.0487;0;;;
1400;07-DAPI-1-40x-402ms.tif;NBL;0.0893;0.0893;19.5261;1.2175;1.7437;0.1087;0;;;
2272;15-DAPI-1-40x-402ms.tif;NBL;0.0154;0.0154;57.4577;1.2183;0.8853;0.0188;0;;;
1294;06-DAPI-1-40x-402ms.tif;NBL;0.0422;0.0422;22;1.2185;0.9286;0.0514;0;;;
967;04-DAPI-1-40x-402ms.tif;NBL;0.0341;0.0341;42.4968;1.2197;1.4479;0.0416;0;;;
163;01-DAPI-1-40x-402ms.tif;NBL;0.0789;0.0789;30.8061;1.2215;2.4301;0.0964;0;;;
566;03-DAPI-1-40x-402ms.tif;NBL;0.0738;0.0738;42.8632;1.2221;3.1627;0.0902;0;;;
1786;09-DAPI-1-40x-402ms.tif;NBL;0.043;0.043;82.8384;1.2222;3.5595;0.0525;0;;;
1798;09-DAPI-1-40x-402ms.tif;NBL;0.102;0.102;62.1894;1.2223;6.3431;0.1247;0;;;
2467;16-DAPI-1-40x-402ms.tif;NBL;0.0428;0.0428;112.2665;1.2234;4.7996;0.0523;0;;;
1676;08-DAPI-1-40x-402ms.tif;NBL;0.0175;0.0175;28.1988;1.2236;0.4926;0.0214;0;;;
2173;15-DAPI-1-40x-402ms.tif;NBL;0.0271;0.0271;81.44;1.224;2.2092;0.0332;0;;;
2195;15-DAPI-1-40x-402ms.tif;NBL;0.0566;0.0566;60.1437;1.2241;3.4066;0.0693;0;;;
1770;09-DAPI-1-40x-402ms.tif;NBL;0.0445;0.0445;95.5415;1.2244;4.2504;0.0545;0;;;
535;03-DAPI-1-40x-402ms.tif;NBL;0.0361;0.0361;45.1682;1.2252;1.6321;0.0443;0;;;
1414;07-DAPI-1-40x-402ms.tif;NBL;0.06;0.06;20.2369;1.226;1.2143;0.0736;0;;;
2429;16-DAPI-1-40x-402ms.tif;NBL;0.0707;0.0707;51.9479;1.227;3.6751;0.0868;0;;;
1532;07-DAPI-1-40x-402ms.tif;NBL;0.0487;0.0487;16.2405;1.2272;0.7912;0.0598;0;;;
1867;09-DAPI-1-40x-402ms.tif;NBL;0.0646;0.0646;67.395;1.2286;4.3511;0.0793;0;;;
694;03-DAPI-1-40x-402ms.tif;NBL;0.0294;0.0294;37.9299;1.2288;1.1153;0.0361;0;;;
1390;07-DAPI-1-40x-402ms.tif;NBL;0.0284;0.0284;28.2405;1.229;0.8028;0.0349;0;;;
1000;05-DAPI-1-40x-402ms.tif;NBL;0.0441;0.0441;30.0468;1.2291;1.3237;0.0541;0;;;
1753;09-DAPI-1-40x-402ms.tif;NBL;0.0146;0.0146;91.3111;1.2296;1.3376;0.018;0;;;
2178;15-DAPI-1-40x-402ms.tif;NBL;0.0462;0.0462;92.284;1.23;4.2657;0.0569;0;;;
1157;05-DAPI-1-40x-402ms.tif;NBL;0.0245;0.0245;29.031;1.2301;0.7119;0.0302;0;;;
744;03-DAPI-1-40x-402ms.tif;NBL;0.0358;0.0358;35.2273;1.2303;1.2614;0.0441;0;;;
314;02-DAPI-1-40x-402ms.tif;NBL;0.0556;0.0556;36.8301;1.2305;2.0461;0.0684;0;;;
2017;14-DAPI-1-40x-402ms.tif;NBL;0.0626;0.0626;63.1872;1.2305;3.9561;0.077;0;;;
1386;07-DAPI-1-40x-402ms.tif;NBL;0.0754;0.0754;19.7813;1.2317;1.4918;0.0929;0;;;
858;04-DAPI-1-40x-402ms.tif;NBL;0.0449;0.0449;48.8478;1.2319;2.1943;0.0553;0;;;
1688;08-DAPI-1-40x-402ms.tif;NBL;0.0257;0.0257;22.2954;1.2321;0.5734;0.0317;0;;;
155;01-DAPI-1-40x-402ms.tif;NBL;0.0677;0.0677;27.8109;1.2324;1.883;0.0834;0;;;
1566;08-DAPI-1-40x-402ms.tif;NBL;0.0387;0.0387;26.4118;1.2325;1.0231;0.0477;0;;;
1379;07-DAPI-1-40x-402ms.tif;NBL;0.0578;0.0578;24.4728;1.2326;1.4154;0.0713;0;;;
1709;08-DAPI-1-40x-402ms.tif;NBL;0.0187;0.0187;27.6105;1.2326;0.5153;0.023;0;;;
670;03-DAPI-1-40x-402ms.tif;NBL;0.0583;0.0583;46.1415;1.2328;2.6886;0.0718;0;;;
1459;07-DAPI-1-40x-402ms.tif;NBL;0.0477;0.0477;23.9182;1.2341;1.1419;0.0589;0;;;
1413;07-DAPI-1-40x-402ms.tif;NBL;0.0505;0.0505;18.8667;1.2344;0.9519;0.0623;0;;;
2406;16-DAPI-1-40x-402ms.tif;NBL;0.0841;0.0841;67.6968;1.2348;5.6928;0.1038;0;;;
181;01-DAPI-1-40x-402ms.tif;NBL;0.0471;0.0471;35.8525;1.235;1.6884;0.0582;0;;;
871;04-DAPI-1-40x-402ms.tif;NBL;0.0776;0.0776;34.9273;1.235;2.7097;0.0958;0;;;
1536;08-DAPI-1-40x-402ms.tif;NBL;0.0235;0.0235;34.1705;1.235;0.8046;0.0291;0;;;
1465;07-DAPI-1-40x-402ms.tif;NBL;0.065;0.065;20.6394;1.2354;1.3415;0.0803;0;;;
1796;09-DAPI-1-40x-402ms.tif;NBL;0.0456;0.0456;85.5643;1.2357;3.8994;0.0563;0;;;
1037;05-DAPI-1-40x-402ms.tif;NBL;0.0331;0.0331;40.5541;1.2361;1.3421;0.0409;0;;;
1247;06-DAPI-1-40x-402ms.tif;NBL;0.1131;0.1131;25.31;1.2361;2.8617;0.1398;0;;;
2310;16-DAPI-1-40x-402ms.tif;NBL;0.0344;0.0344;94.5142;1.2366;3.251;0.0425;0;;;
1913;09-DAPI-1-40x-402ms.tif;NBL;0.0206;0.0206;79.6263;1.2368;1.6416;0.0255;0;;;
1661;08-DAPI-1-40x-402ms.tif;NBL;0.0306;0.0306;29.9716;1.2376;0.9171;0.0379;0;;;
2013;14-DAPI-1-40x-402ms.tif;NBL;0.0177;0.0177;85.4294;1.2393;1.511;0.0219;0;;;
758;04-DAPI-1-40x-402ms.tif;NBL;0.0675;0.0675;46.701;1.2395;3.1519;0.0837;0;;;
763;04-DAPI-1-40x-402ms.tif;NBL;0.0544;0.0544;48.5589;1.2395;2.6398;0.0674;0;;;
336;02-DAPI-1-40x-402ms.tif;NBL;0.0163;0.0163;60.44;1.24;0.9837;0.0202;0;;;
1943;09-DAPI-1-40x-402ms.tif;NBL;0.019;0.019;48.5714;1.24;0.9223;0.0235;0;;;
2018;14-DAPI-1-40x-402ms.tif;NBL;0.0605;0.0605;79.5591;1.2401;4.8171;0.0751;0;;;
2186;15-DAPI-1-40x-402ms.tif;NBL;0.0253;0.0253;60.7124;1.2403;1.5349;0.0314;0;;;
1141;05-DAPI-1-40x-402ms.tif;NBL;0.0226;0.0226;45.649;1.2404;1.0303;0.028;0;;;
1779;09-DAPI-1-40x-402ms.tif;NBL;0.0374;0.0374;82.0464;1.2406;3.0714;0.0464;0;;;
232;02-DAPI-1-40x-402ms.tif;NBL;0.0327;0.0327;49.2292;1.2425;1.6079;0.0406;0;;;
1671;08-DAPI-1-40x-402ms.tif;NBL;0.0277;0.0277;24.3569;1.2431;0.6739;0.0344;0;;;
171;01-DAPI-1-40x-402ms.tif;NBL;0.0165;0.0165;54.2434;1.2434;0.8946;0.0205;0;;;
926;04-DAPI-1-40x-402ms.tif;NBL;0.0646;0.0646;30.2824;1.2437;1.9551;0.0803;0;;;
1326;06-DAPI-1-40x-402ms.tif;NBL;0.0551;0.0551;21.5945;1.2441;1.1903;0.0686;0;;;
613;03-DAPI-1-40x-402ms.tif;NBL;0.0546;0.0546;41.2744;1.2445;2.2527;0.0679;0;;;
1809;09-DAPI-1-40x-402ms.tif;NBL;0.0336;0.0336;67.3581;1.2452;2.2657;0.0419;0;;;
1327;06-DAPI-1-40x-402ms.tif;NBL;0.0607;0.0607;21.5313;1.2469;1.306;0.0756;0;;;
1492;07-DAPI-1-40x-402ms.tif;NBL;0.0545;0.0545;13.3765;1.247;0.7286;0.0679;0;;;
864;04-DAPI-1-40x-402ms.tif;NBL;0.0839;0.0839;37.8383;1.2471;3.1737;0.1046;0;;;
359;02-DAPI-1-40x-402ms.tif;NBL;0.0131;0.0131;53.3967;1.2479;0.7011;0.0164;0;;;
1565;08-DAPI-1-40x-402ms.tif;NBL;0.0411;0.0411;26.3087;1.248;1.0819;0.0513;0;;;
1780;09-DAPI-1-40x-402ms.tif;NBL;0.027;0.027;78.1566;1.249;2.1117;0.0337;0;;;
1265;06-DAPI-1-40x-402ms.tif;NBL;0.0461;0.0461;22.1953;1.2494;1.0235;0.0576;0;;;
1754;09-DAPI-1-40x-402ms.tif;NBL;0.033;0.033;82.1875;1.25;2.711;0.0412;0;;;
756;04-DAPI-1-40x-402ms.tif;NBL;0.0607;0.0607;47.8372;1.2504;2.9016;0.0758;0;;;
2191;15-DAPI-1-40x-402ms.tif;NBL;0.0514;0.0514;61.8439;1.2511;3.1808;0.0643;0;;;
634;03-DAPI-1-40x-402ms.tif;NBL;0.1115;0.1115;43.1683;1.2529;4.8152;0.1398;0;;;
1261;06-DAPI-1-40x-402ms.tif;NBL;0.0392;0.0392;23.4654;1.2548;0.9192;0.0492;0;;;
1489;07-DAPI-1-40x-402ms.tif;NBL;0.055;0.055;17.9329;1.2564;0.9865;0.0691;0;;;
1695;08-DAPI-1-40x-402ms.tif;NBL;0.0292;0.0292;37.0112;1.2565;1.0803;0.0367;0;;;
1057;05-DAPI-1-40x-402ms.tif;NBL;0.0553;0.0553;40.998;1.2569;2.2688;0.0696;0;;;
2461;16-DAPI-1-40x-402ms.tif;NBL;0.0469;0.0469;98.6435;1.2569;4.6239;0.0589;0;;;
1543;08-DAPI-1-40x-402ms.tif;NBL;0.0295;0.0295;25.0919;1.2574;0.7406;0.0371;0;;;
1376;07-DAPI-1-40x-402ms.tif;NBL;0.0953;0.0953;20.1811;1.2585;1.9226;0.1199;0;;;
2317;16-DAPI-1-40x-402ms.tif;NBL;0.0449;0.0449;73.0918;1.2585;3.2834;0.0565;0;;;
1626;08-DAPI-1-40x-402ms.tif;NBL;0.0337;0.0337;25.5531;1.2605;0.8623;0.0425;0;;;
1328;06-DAPI-1-40x-402ms.tif;NBL;0.0816;0.0816;17.0452;1.2606;1.3908;0.1029;0;;;
1634;08-DAPI-1-40x-402ms.tif;NBL;0.0275;0.0275;29.6324;1.2609;0.8135;0.0346;0;;;
1070;05-DAPI-1-40x-402ms.tif;NBL;0.1247;0.1247;26.8172;1.2611;3.3434;0.1572;0;;;
740;03-DAPI-1-40x-402ms.tif;NBL;0.0298;0.0298;50.4764;1.2618;1.5062;0.0377;0;;;
544;03-DAPI-1-40x-402ms.tif;NBL;0.0319;0.0319;41.3367;1.2619;1.3187;0.0403;0;;;
569;03-DAPI-1-40x-402ms.tif;NBL;0.0617;0.0617;49.0193;1.2619;3.0265;0.0779;0;;;
1110;05-DAPI-1-40x-402ms.tif;NBL;0.0248;0.0248;47.1572;1.262;1.1718;0.0314;0;;;
536;03-DAPI-1-40x-402ms.tif;NBL;0.0329;0.0329;67.4785;1.264;2.2185;0.0416;0;;;
1151;05-DAPI-1-40x-402ms.tif;NBL;0.0559;0.0559;23.2505;1.2641;1.2993;0.0706;0;;;
1570;08-DAPI-1-40x-402ms.tif;NBL;0.0209;0.0209;32.1865;1.2642;0.674;0.0265;0;;;
1982;14-DAPI-1-40x-402ms.tif;NBL;0.0717;0.0717;74.9546;1.2648;5.376;0.0907;0;;;
109;01-DAPI-1-40x-402ms.tif;NBL;0.0438;0.0438;58.2698;1.2649;2.5544;0.0554;0;;;
1067;05-DAPI-1-40x-402ms.tif;NBL;0.0388;0.0388;36.4385;1.2654;1.4155;0.0492;0;;;
346;02-DAPI-1-40x-402ms.tif;NBL;0.0188;0.0188;41.5434;1.2659;0.7798;0.0238;0;;;
1567;08-DAPI-1-40x-402ms.tif;NBL;0.0383;0.0383;26.0198;1.2663;0.9966;0.0485;0;;;
1972;14-DAPI-1-40x-402ms.tif;NBL;0.0716;0.0716;75.5909;1.2667;5.4134;0.0907;0;;;
1116;05-DAPI-1-40x-402ms.tif;NBL;0.1028;0.1028;32.3189;1.2672;3.321;0.1302;0;;;
1378;07-DAPI-1-40x-402ms.tif;NBL;0.0585;0.0585;24.7254;1.2672;1.4461;0.0741;0;;;
1059;05-DAPI-1-40x-402ms.tif;NBL;0.0714;0.0714;36.2979;1.269;2.5916;0.0906;0;;;
2236;15-DAPI-1-40x-402ms.tif;NBL;0.0621;0.0621;79.0612;1.2692;4.907;0.0788;0;;;
959;04-DAPI-1-40x-402ms.tif;NBL;0.0437;0.0437;37.7122;1.2705;1.6491;0.0556;0;;;
1874;09-DAPI-1-40x-402ms.tif;NBL;0.0618;0.0618;65.1228;1.2719;4.0278;0.0787;0;;;
839;04-DAPI-1-40x-402ms.tif;NBL;0.0362;0.0362;45.7695;1.2725;1.6587;0.0461;0;;;
774;04-DAPI-1-40x-402ms.tif;NBL;0.0433;0.0433;49.4436;1.2732;2.1406;0.0551;0;;;
2252;15-DAPI-1-40x-402ms.tif;NBL;0.0393;0.0393;74.1105;1.2735;2.911;0.05;0;;;
1228;06-DAPI-1-40x-402ms.tif;NBL;0.0939;0.0939;21.7283;1.274;2.0394;0.1196;0;;;
2289;16-DAPI-1-40x-402ms.tif;NBL;0.0455;0.0455;110.3341;1.2745;5.0163;0.0579;0;;;
932;04-DAPI-1-40x-402ms.tif;NBL;0.0486;0.0486;25.6719;1.2746;1.2479;0.062;0;;;
522;03-DAPI-1-40x-402ms.tif;NBL;0.0618;0.0618;47.3;1.2754;2.9255;0.0789;0;;;
2391;16-DAPI-1-40x-402ms.tif;NBL;0.0239;0.0239;103.4;1.2773;2.4683;0.0305;0;;;
88;01-DAPI-1-40x-402ms.tif;NBL;0.025;0.025;55.0522;1.2783;1.3739;0.0319;0;;;
803;04-DAPI-1-40x-402ms.tif;NBL;0.0537;0.0537;40.4081;1.2788;2.1704;0.0687;0;;;
1717;08-DAPI-1-40x-402ms.tif;NBL;0.0226;0.0226;21.3462;1.2788;0.4818;0.0289;0;;;
1245;06-DAPI-1-40x-402ms.tif;NBL;0.0315;0.0315;16.9207;1.2793;0.5324;0.0403;0;;;
2055;14-DAPI-1-40x-402ms.tif;NBL;0.0416;0.0416;64.812;1.2794;2.6935;0.0532;0;;;
187;01-DAPI-1-40x-402ms.tif;NBL;0.033;0.033;58.5132;1.2796;1.9301;0.0422;0;;;
768;04-DAPI-1-40x-402ms.tif;NBL;0.0767;0.0767;42.942;1.2801;3.2943;0.0982;0;;;
2185;15-DAPI-1-40x-402ms.tif;NBL;0.0422;0.0422;69.3008;1.2802;2.9251;0.054;0;;;
833;04-DAPI-1-40x-402ms.tif;NBL;0.0232;0.0232;34.6776;1.2804;0.8052;0.0297;0;;;
1569;08-DAPI-1-40x-402ms.tif;NBL;0.022;0.022;22.8571;1.2808;0.5035;0.0282;0;;;
1395;07-DAPI-1-40x-402ms.tif;NBL;0.0331;0.0331;26.5803;1.282;0.8797;0.0424;0;;;
2050;14-DAPI-1-40x-402ms.tif;NBL;0.0184;0.0184;52.3706;1.2824;0.966;0.0237;0;;;
1797;09-DAPI-1-40x-402ms.tif;NBL;0.0334;0.0334;88.789;1.2825;2.9673;0.0429;0;;;
2198;15-DAPI-1-40x-402ms.tif;NBL;0.0357;0.0357;67.4863;1.2827;2.4092;0.0458;0;;;
1192;05-DAPI-1-40x-402ms.tif;NBL;0.0321;0.0321;32.6351;1.2838;1.0482;0.0412;0;;;
1782;09-DAPI-1-40x-402ms.tif;NBL;0.0493;0.0493;81.1696;1.2841;3.9986;0.0633;0;;;
1771;09-DAPI-1-40x-402ms.tif;NBL;0.045;0.045;77.2747;1.2843;3.4797;0.0578;0;;;
1242;06-DAPI-1-40x-402ms.tif;NBL;0.0312;0.0312;21.9306;1.2847;0.6853;0.0401;0;;;
517;03-DAPI-1-40x-402ms.tif;NBL;0.0575;0.0575;44.8868;1.2849;2.5814;0.0739;0;;;
1291;06-DAPI-1-40x-402ms.tif;NBL;0.0753;0.0753;17.8156;1.2853;1.3416;0.0968;0;;;
2045;14-DAPI-1-40x-402ms.tif;NBL;0.0641;0.0641;79.5516;1.286;5.1015;0.0825;0;;;
964;04-DAPI-1-40x-402ms.tif;NBL;0.0174;0.0174;46.6438;1.2875;0.8098;0.0224;0;;;
2238;15-DAPI-1-40x-402ms.tif;NBL;0.0222;0.0222;77.3659;1.2878;1.7209;0.0286;0;;;
1086;05-DAPI-1-40x-402ms.tif;NBL;0.0413;0.0413;30.5827;1.2887;1.2643;0.0533;0;;;
2031;14-DAPI-1-40x-402ms.tif;NBL;0.0496;0.0496;79.3589;1.2888;3.9352;0.0639;0;;;
728;03-DAPI-1-40x-402ms.tif;NBL;0.0806;0.0806;35.3378;1.2894;2.849;0.1039;0;;;
304;02-DAPI-1-40x-402ms.tif;NBL;0.0298;0.0298;52.48;1.2909;1.566;0.0385;0;;;
1342;06-DAPI-1-40x-402ms.tif;NBL;0.069;0.069;20.4167;1.2909;1.409;0.0891;0;;;
2228;15-DAPI-1-40x-402ms.tif;NBL;0.0488;0.0488;50.8156;1.2911;2.4812;0.063;0;;;
1978;14-DAPI-1-40x-402ms.tif;NBL;0.066;0.066;65.5789;1.2928;4.3264;0.0853;0;;;
1926;09-DAPI-1-40x-402ms.tif;NBL;0.0266;0.0266;100.3306;1.2939;2.6672;0.0344;0;;;
1056;05-DAPI-1-40x-402ms.tif;NBL;0.079;0.079;37.0907;1.294;2.9299;0.1022;0;;;
123;01-DAPI-1-40x-402ms.tif;NBL;0.0361;0.0361;56.958;1.2943;2.0581;0.0468;0;;;
476;02-DAPI-1-40x-402ms.tif;NBL;0.0317;0.0317;33.1712;1.2945;1.051;0.041;0;;;
161;01-DAPI-1-40x-402ms.tif;NBL;0.0416;0.0416;43.5953;1.295;1.8117;0.0538;0;;;
1025;05-DAPI-1-40x-402ms.tif;NBL;0.043;0.043;52.2778;1.2955;2.2463;0.0557;0;;;
1873;09-DAPI-1-40x-402ms.tif;NBL;0.0668;0.0668;68.0536;1.2955;4.5487;0.0866;0;;;
1034;05-DAPI-1-40x-402ms.tif;NBL;0.0572;0.0572;39.4839;1.296;2.2578;0.0741;0;;;
1248;06-DAPI-1-40x-402ms.tif;NBL;0.0645;0.0645;27.2205;1.2963;1.7544;0.0836;0;;;
595;03-DAPI-1-40x-402ms.tif;NBL;0.0241;0.0241;48.4775;1.2973;1.1678;0.0312;0;;;
1230;06-DAPI-1-40x-402ms.tif;NBL;0.0554;0.0554;21.319;1.2975;1.1821;0.0719;0;;;
1088;05-DAPI-1-40x-402ms.tif;NBL;0.0558;0.0558;22.2082;1.2977;1.2386;0.0724;0;;;
1120;05-DAPI-1-40x-402ms.tif;NBL;0.0323;0.0323;56.7315;1.2987;1.8344;0.042;0;;;
2162;15-DAPI-1-40x-402ms.tif;NBL;0.0423;0.0423;54.0795;1.3;2.2885;0.055;0;;;
2056;14-DAPI-1-40x-402ms.tif;NBL;0.0405;0.0405;67.9759;1.3003;2.7512;0.0526;0;;;
2135;15-DAPI-1-40x-402ms.tif;NBL;0.0723;0.0723;66.8138;1.3003;4.8283;0.094;0;;;
1703;08-DAPI-1-40x-402ms.tif;NBL;0.0101;0.0101;38.6129;1.3011;0.3896;0.0131;0;;;
1876;09-DAPI-1-40x-402ms.tif;NBL;0.0446;0.0446;61.2238;1.3017;2.7304;0.0581;0;;;
53;01-DAPI-1-40x-402ms.tif;NBL;0.0308;0.0308;39.6092;1.3028;1.2206;0.0401;0;;;
1062;05-DAPI-1-40x-402ms.tif;NBL;0.0476;0.0476;38.1048;1.303;1.8151;0.0621;0;;;
732;03-DAPI-1-40x-402ms.tif;NBL;0.0182;0.0182;57.4167;1.3036;1.0467;0.0238;0;;;
1791;09-DAPI-1-40x-402ms.tif;NBL;0.0282;0.0282;85.1385;1.3038;2.4019;0.0368;0;;;
1406;07-DAPI-1-40x-402ms.tif;NBL;0.0443;0.0443;29.0515;1.3039;1.2861;0.0577;0;;;
1036;05-DAPI-1-40x-402ms.tif;NBL;0.0175;0.0175;45.0248;1.3043;0.7866;0.0228;0;;;
2385;16-DAPI-1-40x-402ms.tif;NBL;0.0506;0.0506;72.2618;1.3047;3.6539;0.066;0;;;
996;05-DAPI-1-40x-402ms.tif;NBL;0.0743;0.0743;23.9051;1.3051;1.7768;0.097;0;;;
2028;14-DAPI-1-40x-402ms.tif;NBL;0.071;0.071;69.4251;1.3058;4.9266;0.0927;0;;;
705;03-DAPI-1-40x-402ms.tif;NBL;0.0521;0.0521;43.6417;1.3062;2.273;0.068;0;;;
1807;09-DAPI-1-40x-402ms.tif;NBL;0.0297;0.0297;80.7153;1.3066;2.3997;0.0388;0;;;
2038;14-DAPI-1-40x-402ms.tif;NBL;0.0731;0.0731;60.1869;1.3086;4.4017;0.0957;0;;;
1068;05-DAPI-1-40x-402ms.tif;NBL;0.0488;0.0488;31.1556;1.3089;1.5213;0.0639;0;;;
1380;07-DAPI-1-40x-402ms.tif;NBL;0.0744;0.0744;20.3338;1.309;1.5136;0.0974;0;;;
878;04-DAPI-1-40x-402ms.tif;NBL;0.0421;0.0421;43.3041;1.3093;1.8231;0.0551;0;;;
518;03-DAPI-1-40x-402ms.tif;NBL;0.0649;0.0649;48.8428;1.3094;3.1693;0.085;0;;;
1381;07-DAPI-1-40x-402ms.tif;NBL;0.1168;0.1168;15.3606;1.3095;1.7934;0.1529;0;;;
51;01-DAPI-1-40x-402ms.tif;NBL;0.0445;0.0445;60.6073;1.3098;2.6963;0.0583;0;;;
1747;09-DAPI-1-40x-402ms.tif;NBL;0.0616;0.0616;71.5669;1.3099;4.4108;0.0807;0;;;
2033;14-DAPI-1-40x-402ms.tif;NBL;0.0541;0.0541;63.3006;1.3106;3.4274;0.071;0;;;
