"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","score"
"B4GALNT31",0,2.74546392135275,0.219,0.03,0,"AT2","B4GALNT3",0.601256598776253
"CGNL11",0,1.72538090259921,0.249,0.06,0,"AT2","CGNL1",0.429619844747204
"SPRED21",0,1.36819893858364,0.292,0.104,0,"AT2","SPRED2",0.399514090066423
"DCBLD22",0,2.15882894061811,0.243,0.055,0,"AT2","DCBLD2",0.5245954325702
"PON21",0,1.81472012994379,0.252,0.064,0,"AT2","PON2",0.457309472745834
"ST52",0,1.36666915169353,0.282,0.094,0,"AT2","ST5",0.385400700777576
"ST3GAL51",0,1.54313577456951,0.274,0.087,0,"AT2","ST3GAL5",0.422819202232047
"TMEM243",0,2.21032544743727,0.233,0.046,0,"AT2","TMEM243",0.515005829252885
"PPP4R11",0,1.09669118747927,0.334,0.149,0,"AT2","PPP4R1",0.366294856618077
"CDKL2",0,4.55165273724132,0.194,0.009,0,"AT2","CDKL2",0.883020631024816
"FAAH21",0,1.47440684021116,0.248,0.063,0,"AT2","FAAH2",0.365652896372368
"PPP2R3A2",0,1.78118349161888,0.253,0.069,0,"AT2","PPP2R3A",0.450639423379576
"CFTR",0,3.49668433368216,0.199,0.015,0,"AT2","CFTR",0.69584018240275
"HSD17B41",0,1.02955705369436,0.329,0.146,0,"AT2","HSD17B4",0.338724270665444
"USP13",0,2.35614032882235,0.229,0.046,0,"AT2","USP13",0.539556135300319
"NUP582",0,1.44503251507013,0.289,0.106,0,"AT2","NUP58",0.417614396855268
"NR1H21",0,2.80871296087734,0.214,0.031,0,"AT2","NR1H2",0.601064573627751
"ABCD31",0,1.45055707975844,0.272,0.09,0,"AT2","ABCD3",0.394551525694295
"C8orf34-AS1",0,4.86829138521112,0.189,0.007,0,"AT2","C8orf34-AS1",0.920107071804903
"CDKL51",0,1.68482362306006,0.255,0.074,0,"AT2","CDKL5",0.429630023880316
"FILIP12",0,1.43143027062762,0.256,0.076,0,"AT2","FILIP1",0.366446149280671
"LRIG12",0,1.22654810003828,0.27,0.091,0,"AT2","LRIG1",0.331167987010336
"MSMO1",0,3.10001224013989,0.205,0.027,0,"AT2","MSMO1",0.635502509228676
"MT-ND11",0,1.44215215175278,0.381,0.204,0,"AT2","MT-ND1",0.549459969817808
"SORCS21",0,2.53624726910844,0.212,0.035,0,"AT2","SORCS2",0.537684421050988
"HHIP",0,5.97152898412928,0.18,0.003,0,"AT2","HHIP",1.07487521714327
"PTPN31",0,2.44526537523676,0.211,0.035,0,"AT2","PTPN3",0.515950994174957
"EHF",0,2.55642173305821,0.201,0.026,0,"AT2","EHF",0.513840768344699
"SEMA4B",0,1.90948192744642,0.23,0.055,0,"AT2","SEMA4B",0.439180843312677
"ABHD21",0,1.05446641263084,0.337,0.163,0,"AT2","ABHD2",0.355355181056594
"PRKCI1",0,1.48397634039475,0.257,0.083,0,"AT2","PRKCI",0.381381919481451
"ABCC91",0,2.7577552066574,0.204,0.03,0,"AT2","ABCC9",0.56258206215811
"SLC7A2",0,3.99354583532222,0.189,0.016,0,"AT2","SLC7A2",0.754780162875899
"ARHGAP121",0,1.07300792966452,0.298,0.126,0,"AT2","ARHGAP12",0.319756363040026
"MGLL2",0,1.13722713532984,0.279,0.108,0,"AT2","MGLL",0.317286370757024
"GSPT1",0,1.20495921562676,0.288,0.117,0,"AT2","GSPT1",0.347028254100507
"CXCL2",0,2.89364572114801,0.2,0.03,0,"AT2","CXCL2",0.578729144229603
"NFKBIA",0,1.40652730948614,0.269,0.099,0,"AT2","NFKBIA",0.378355846251772
"SDR16C5",0,5.06213857646781,0.176,0.006,0,"AT2","SDR16C5",0.890936389458335
"FMO5",0,3.05182890365623,0.201,0.032,0,"AT2","FMO5",0.613417609634903
"ELF31",0,1.93341145594591,0.213,0.044,0,"AT2","ELF3",0.411816640116479
"DESI21",0,1.64794460780418,0.244,0.075,0,"AT2","DESI2",0.40209848430422
"KRT71",0,2.33643292999072,0.211,0.042,0,"AT2","KRT7",0.492987348228042
"ETV5",0,3.76309788024095,0.187,0.019,0,"AT2","ETV5",0.703699303605059
"CAPN31",0,2.17437332521356,0.217,0.049,0,"AT2","CAPN3",0.471839011571343
"MAL21",0,2.62196205828661,0.193,0.026,0,"AT2","MAL2",0.506038677249316
"MALRD12",0,2.37137856307012,0.203,0.036,0,"AT2","MALRD1",0.481389848303235
"TBC1D42",0,1.63805148549942,0.255,0.088,0,"AT2","TBC1D4",0.417703128802351
"RPH3AL1",0,1.88426912196649,0.22,0.053,0,"AT2","RPH3AL",0.414539206832629
"EXPH51",0,2.05498876839864,0.212,0.045,0,"AT2","EXPH5",0.435657618900513
"CASZ11",0,1.65401179538776,0.221,0.055,0,"AT2","CASZ1",0.365536606780694
"DPP4",0,2.11548946573295,0.193,0.029,0,"AT2","DPP4",0.40828946688646
"ARMC91",0,1.62709951906511,0.232,0.068,0,"AT2","ARMC9",0.377487088423105
"HMGN31",0,1.33792551677569,0.258,0.094,0,"AT2","HMGN3",0.345184783328128
"DDAH12",0,1.21606439820319,0.247,0.084,0,"AT2","DDAH1",0.300367906356188
"SLC26A9",0,4.84516254557494,0.167,0.005,0,"AT2","SLC26A9",0.809142145111015
"DUSP6",0,2.86644703448542,0.195,0.033,0,"AT2","DUSP6",0.558957171724657
"CHP11",0,2.10552639017472,0.215,0.054,0,"AT2","CHP1",0.452688173887565
"ESYT31",0,3.58496516736085,0.175,0.014,0,"AT2","ESYT3",0.627368904288149
"LLGL21",0,1.28374216202248,0.23,0.071,0,"AT2","LLGL2",0.29526069726517
"TIPARP1",0,1.75923702828167,0.221,0.063,0,"AT2","TIPARP",0.388791383250248
"DNAH5",0,1.22545081774811,0.198,0.04,0,"AT2","DNAH5",0.242639261914127
"TMEM63B1",0,2.35683963707338,0.194,0.036,0,"AT2","TMEM63B",0.457226889592236
"PPP4R4",0,4.51918736495808,0.166,0.008,0,"AT2","PPP4R4",0.750185102583042
"LMNA2",0,1.12635905955534,0.288,0.13,0,"AT2","LMNA",0.324391409151937
"ACTR3C",0,2.40976053100726,0.189,0.032,0,"AT2","ACTR3C",0.455444740360371
"SLC20A21",0,1.08949872760173,0.273,0.119,0,"AT2","SLC20A2",0.297433152635271
"SELENBP1",0,3.7391940994925,0.167,0.013,0,"AT2","SELENBP1",0.624445414615248
"NLGN11",0,2.03876506708165,0.186,0.032,0,"AT2","NLGN1",0.379210302477187
"FDFT1",0,1.78339503026934,0.224,0.071,0,"AT2","FDFT1",0.399480486780332
"SLC2A131",0,1.04546913638223,0.262,0.109,0,"AT2","SLC2A13",0.273912913732143
"CD38",0,1.07659904222176,0.242,0.089,0,"AT2","CD38",0.260536968217667
"PCLO1",0,2.88400291346174,0.175,0.022,0,"AT2","PCLO",0.504700509855804
"PITPNM21",0,1.72439166937533,0.195,0.042,0,"AT2","PITPNM2",0.33625637552819
"MTRR",0,2.42810163043753,0.184,0.032,0,"AT2","MTRR",0.446770700000506
"ESRP11",0,2.48013863603019,0.181,0.029,0,"AT2","ESRP1",0.448905093121464
"HPN",0,4.4104732100849,0.159,0.007,0,"AT2","HPN",0.701265240403499
"MACC12",0,1.11746707250114,0.239,0.089,0,"AT2","MACC1",0.267074630327773
"TRMT112",0,1.0323560472054,0.258,0.109,0,"AT2","TRMT11",0.266347860178994
"PPP1R14C",0,2.96321254906766,0.171,0.022,0,"AT2","PPP1R14C",0.50670934589057
"MIPOL12",0,1.33535184725386,0.222,0.073,0,"AT2","MIPOL1",0.296448110090357
"TRIM2",0,1.62790204738192,0.205,0.056,0,"AT2","TRIM2",0.333719919713293
"GALNTL6",0,3.61733795400422,0.159,0.01,0,"AT2","GALNTL6",0.575156734686671
"GPC41",0,3.28538154002269,0.166,0.018,0,"AT2","GPC4",0.545373335643767
"PTCHD1-AS",0,4.44009865812486,0.154,0.006,0,"AT2","PTCHD1-AS",0.683775193351228
"SLC6A14",0,4.62764843497002,0.155,0.007,0,"AT2","SLC6A14",0.717285507420353
"AREG",0,2.27201804450253,0.174,0.027,0,"AT2","AREG",0.39533113974344
"GPRC5D-AS11",0,1.09510445269684,0.206,0.059,0,"AT2","GPRC5D-AS1",0.225591517255549
"ST3GAL61",0,1.40187966404046,0.22,0.074,0,"AT2","ST3GAL6",0.308413526088902
"FHDC1",0,3.93313794949448,0.156,0.01,0,"AT2","FHDC1",0.613569520121138
"KLF51",0,2.13106378323719,0.179,0.034,0,"AT2","KLF5",0.381460417199456
"NFIX2",0,1.16828107469251,0.23,0.086,0,"AT2","NFIX",0.268704647179277
"ATL2",0,1.07196530402736,0.249,0.106,0,"AT2","ATL2",0.266919360702814
"FAM174B1",0,1.52735526410014,0.209,0.066,0,"AT2","FAM174B",0.319217250196928
"CATSPERB",0,1.4806185403806,0.193,0.051,0,"AT2","CATSPERB",0.285759378293456
"DPY19L11",0,1.27045110713086,0.213,0.073,0,"AT2","DPY19L1",0.270606085818874
"COL4A51",0,1.4926932593201,0.2,0.06,0,"AT2","COL4A5",0.29853865186402
"SLC5A8",0,6.8951840057847,0.141,0.001,0,"AT2","SLC5A8",0.972220944815643
"ICA1",0,1.28119077955544,0.203,0.064,0,"AT2","ICA1",0.260081728249755
"HSDL21",0,1.24577464597727,0.227,0.088,0,"AT2","HSDL2",0.282790844636841
"BTD1",0,1.36026836140806,0.247,0.11,0,"AT2","BTD",0.335986285267792
"STK32A1",0,3.07741664591283,0.154,0.017,0,"AT2","STK32A",0.473922163470576
"SLC41A22",0,1.23693108055652,0.218,0.081,0,"AT2","SLC41A2",0.269650975561322
"PTPRF1",0,1.6321790163969,0.189,0.053,0,"AT2","PTPRF",0.308481834099014
"DNM32",0,1.20052215993037,0.213,0.078,0,"AT2","DNM3",0.255711220065169
"PFKFB2",0,3.12170110201055,0.153,0.018,0,"AT2","PFKFB2",0.477620268607614
"VKORC1L11",0,1.07138763956801,0.227,0.092,0,"AT2","VKORC1L1",0.243204994181939
"SOX61",0,1.33624298208869,0.185,0.05,0,"AT2","SOX6",0.247204951686408
"PLA2G4F",0,6.8263488940547,0.136,0.001,0,"AT2","PLA2G4F",0.92838344959144
"NR4A12",0,1.29811034569217,0.205,0.071,0,"AT2","NR4A1",0.266112620866895
"NECAB1",0,4.36322567433187,0.142,0.008,0,"AT2","NECAB1",0.619578045755125
"FDPS",0,1.64619859051877,0.193,0.06,0,"AT2","FDPS",0.317716327970122
"KLHL292",0,1.2607308356292,0.231,0.098,0,"AT2","KLHL29",0.291228823030346
"CNKSR31",0,1.29574092824717,0.202,0.069,0,"AT2","CNKSR3",0.261739667505929
"ITPKC1",0,1.77265916149574,0.188,0.055,0,"AT2","ITPKC",0.333259922361198
"MTHFD2L",0,2.06031653702692,0.171,0.039,0,"AT2","MTHFD2L",0.352314127831604
"FRMD51",0,2.37258574332916,0.158,0.026,0,"AT2","FRMD5",0.374868547446007
"RAB27B",0,1.8952282037165,0.158,0.026,0,"AT2","RAB27B",0.299446056187208
"LDHB",0,2.97425120850774,0.153,0.022,0,"AT2","LDHB",0.455060434901685
"NPC21",0,1.99114077519072,0.181,0.05,0,"AT2","NPC2",0.36039648030952
"CELSR11",0,1.14640577313321,0.202,0.071,0,"AT2","CELSR1",0.231573966172908
"NDNF1",0,2.25257930034417,0.162,0.032,0,"AT2","NDNF",0.364917846655755
"CCNJL",0,2.85662718812187,0.147,0.017,0,"AT2","CCNJL",0.419924196653915
"SMC5-AS11",0,1.80192479852464,0.173,0.043,0,"AT2","SMC5-AS1",0.311732990144763
"ARHGAP81",0,2.19250749593682,0.159,0.029,0,"AT2","ARHGAP8",0.348608691853954
"SLCO4C1",0,4.00914943300409,0.136,0.007,0,"AT2","SLCO4C1",0.545244322888557
"BCL2L141",0,1.8286216218699,0.172,0.043,0,"AT2","BCL2L14",0.314522918961623
"PARD6B1",0,2.16497319354239,0.159,0.03,0,"AT2","PARD6B",0.34423073777324
"IFT801",0,1.17161103358365,0.204,0.076,0,"AT2","IFT80",0.239008650851065
"ZDHHC9",0,2.47178693384419,0.155,0.027,0,"AT2","ZDHHC9",0.38312697474585
"ADAMTSL4-AS11",0,1.57347108192715,0.208,0.081,0,"AT2","ADAMTSL4-AS1",0.327281985040847
"OCLN1",0,2.02692639523964,0.158,0.031,0,"AT2","OCLN",0.320254370447864
"HOOK21",0,1.52743442662333,0.185,0.058,0,"AT2","HOOK2",0.282575368925316
"LONRF32",0,2.10068199995728,0.179,0.052,0,"AT2","LONRF3",0.376022077992354
"MALL",0,3.67989418202921,0.136,0.01,0,"AT2","MALL",0.500465608755973
"LIPH1",0,2.16909470457085,0.155,0.029,0,"AT2","LIPH",0.336209679208481
"KITLG1",0,1.39679075820674,0.18,0.054,0,"AT2","KITLG",0.251422336477213
"PDE4C",0,3.58877586113405,0.136,0.01,0,"AT2","PDE4C",0.48807351711423
"SCD1",0,2.08823104647,0.164,0.04,0,"AT2","SCD",0.34246989162108
"C3orf521",0,2.10464644630984,0.154,0.031,0,"AT2","C3orf52",0.324115552731716
"BZW2",0,2.06459492480404,0.163,0.04,0,"AT2","BZW2",0.336528972743059
"MYO5B1",0,1.06359012084811,0.187,0.064,0,"AT2","MYO5B",0.198891352598596
"NNMT1",0,1.23535872768999,0.189,0.068,0,"AT2","NNMT",0.233482799533408
"SYBU",0,2.68606302487603,0.142,0.022,0,"AT2","SYBU",0.381420949532396
"CMTM41",0,1.42196241322817,0.173,0.054,0,"AT2","CMTM4",0.245999497488473
"SLC35F3",0,3.61609467604561,0.127,0.009,0,"AT2","SLC35F3",0.459244023857792
"RAB3IP1",0,1.5176985964612,0.164,0.046,0,"AT2","RAB3IP",0.248902569819637
"ATP1A1-AS11",0,1.87271302070292,0.157,0.039,0,"AT2","ATP1A1-AS1",0.294015944250359
"HUNK",0,4.28904995088441,0.126,0.008,0,"AT2","HUNK",0.540420293811435
"NINL2",0,1.45561958478859,0.17,0.053,0,"AT2","NINL",0.24745532941406
"ANKS1B1",0,1.65721200133634,0.163,0.046,0,"AT2","ANKS1B",0.270125556217823
"SMARCA12",0,1.28284380393044,0.177,0.06,0,"AT2","SMARCA1",0.227063353295689
"SCN9A1",0,1.71287033251917,0.146,0.03,0,"AT2","SCN9A",0.250079068547799
"TKT2",0,1.46285743081712,0.177,0.061,0,"AT2","TKT",0.258925765254631
"FRK",0,2.11233765297695,0.147,0.031,0,"AT2","FRK",0.310513634987611
"KRT191",0,1.69800825621143,0.158,0.042,0,"AT2","KRT19",0.268285304481406
"EPB41L1",0,1.18665237444041,0.178,0.062,0,"AT2","EPB41L1",0.211224122650393
"SERPINA1",0,2.94970930331688,0.136,0.021,0,"AT2","SERPINA1",0.401160465251096
"SOBP1",0,1.75507880648551,0.155,0.04,0,"AT2","SOBP",0.272037215005254
"AQP3",0,2.75585849240728,0.132,0.019,0,"AT2","AQP3",0.363773320997761
"SPTLC3",0,1.56446631199421,0.157,0.044,0,"AT2","SPTLC3",0.245621210983091
"ST71",0,1.42493945641147,0.175,0.062,0,"AT2","ST7",0.249364404872006
"RAB40C1",0,1.51185628268925,0.163,0.051,0,"AT2","RAB40C",0.246432574078348
"GSTA4",0,2.70095784811834,0.13,0.018,0,"AT2","GSTA4",0.351124520255384
"MMP281",0,2.79020393712537,0.128,0.016,0,"AT2","MMP28",0.357146103952047
"ZSWIM5",0,1.90985235163858,0.141,0.029,0,"AT2","ZSWIM5",0.269289181581039
"TNFRSF10B",0,1.12029862345947,0.181,0.069,0,"AT2","TNFRSF10B",0.202774050846164
"PPA11",0,1.31848143442745,0.165,0.054,0,"AT2","PPA1",0.217549436680529
"MPZL31",0,1.6571806246603,0.141,0.03,0,"AT2","MPZL3",0.233662468077102
"RGL31",0,2.00242075514731,0.142,0.031,0,"AT2","RGL3",0.284343747230918
"FAM149A",0,2.3503995844005,0.133,0.023,0,"AT2","FAM149A",0.312603144725266
"QSOX11",0,1.05838239205616,0.193,0.083,0,"AT2","QSOX1",0.20426780166684
"TOM1L11",0,1.66051728174019,0.151,0.041,0,"AT2","TOM1L1",0.250738109542768
"MUCL3",0,4.97123860736166,0.111,0.002,0,"AT2","MUCL3",0.551807485417144
"SGCE1",0,1.10135182799151,0.177,0.068,0,"AT2","SGCE",0.194939273554498
"MYEF21",0,1.74635403257048,0.139,0.031,0,"AT2","MYEF2",0.242743210527297
"MTHFS",0,2.03843442818411,0.139,0.031,0,"AT2","MTHFS",0.283342385517592
"CHRM3",0,2.10649653037754,0.129,0.021,0,"AT2","CHRM3",0.271738052418703
"SIAE",0,2.8882509783583,0.125,0.017,0,"AT2","SIAE",0.361031372294788
"FOSB1",0,1.66484651639548,0.145,0.037,0,"AT2","FOSB",0.241402744877344
"ZNF4622",0,1.21424973148318,0.166,0.059,0,"AT2","ZNF462",0.201565455426208
"FLRT31",0,2.95939466204418,0.12,0.014,0,"AT2","FLRT3",0.355127359445301
"SH3YL11",0,1.26371165520268,0.159,0.054,0,"AT2","SH3YL1",0.200930153177227
"CDS1",0,2.23167876225626,0.131,0.026,0,"AT2","CDS1",0.29234991785557
"MPZL2",0,3.16167582541155,0.116,0.011,0,"AT2","MPZL2",0.366754395747739
"EFNA11",0,2.34516979999742,0.126,0.021,0,"AT2","EFNA1",0.295491394799676
"ABCC61",0,2.66240144720005,0.122,0.017,0,"AT2","ABCC6",0.324812976558407
"CACNA2D31",0,1.62791553481621,0.145,0.04,0,"AT2","CACNA2D3",0.23604775254835
"TMEM1251",0,3.04848664053628,0.116,0.012,0,"AT2","TMEM125",0.353624450302209
"PIGR",0,2.8271621987952,0.117,0.013,0,"AT2","PIGR",0.330777977259039
"BHLHE40",0,1.15182050891313,0.168,0.064,0,"AT2","BHLHE40",0.193505845497406
"CXADR1",0,2.16018678490542,0.129,0.025,0,"AT2","CXADR",0.278664095252799
"NOS1AP1",0,1.28084024853088,0.152,0.048,0,"AT2","NOS1AP",0.194687717776693
"EPHA4",0,1.51149600505652,0.135,0.032,0,"AT2","EPHA4",0.204051960682631
"CA3",0,2.31153141647097,0.123,0.02,0,"AT2","CA3",0.284318364225929
"CRNDE",0,2.45999752948784,0.123,0.02,0,"AT2","CRNDE",0.302579696127004
"PTK71",0,1.22626856837035,0.155,0.053,0,"AT2","PTK7",0.190071628097404
"ANKRD61",0,1.13675291957359,0.172,0.07,0,"AT2","ANKRD6",0.195521502166658
"MIR181A2HG1",0,1.65349141927797,0.135,0.034,0,"AT2","MIR181A2HG",0.223221341602526
"FAM155A1",0,1.16882750953833,0.152,0.051,0,"AT2","FAM155A",0.177661781449826
"REPS21",0,1.01585267339193,0.163,0.063,0,"AT2","REPS2",0.165583985762884
"RBBP81",0,1.39315375991915,0.147,0.047,0,"AT2","RBBP8",0.204793602708116
"MEGF6",0,1.84002101751117,0.127,0.028,0,"AT2","MEGF6",0.233682669223918
"CDON",0,2.16602380049999,0.125,0.026,0,"AT2","CDON",0.270752975062498
"RNF1802",0,1.45817670987741,0.142,0.043,0,"AT2","RNF180",0.207061092802592
"RAP1GAP",0,4.70106075623921,0.101,0.003,0,"AT2","RAP1GAP",0.47480713638016
"CCNYL11",0,1.28154289287803,0.153,0.055,0,"AT2","CCNYL1",0.196076062610339
"ADGRF1",0,2.89758602131923,0.109,0.011,0,"AT2","ADGRF1",0.315836876323796
"SHB1",0,1.06116650364844,0.164,0.066,0,"AT2","SHB",0.174031306598345
"ERBB31",0,1.77910512620055,0.125,0.027,0,"AT2","ERBB3",0.222388140775069
"TMC41",0,1.74769428456516,0.13,0.032,0,"AT2","TMC4",0.227200256993471
"GUCY1A11",0,1.42116412356743,0.139,0.042,0,"AT2","GUCY1A1",0.197541813175873
"HMGCR",0,1.89304839422104,0.131,0.034,0,"AT2","HMGCR",0.247989339642956
"CREB3L1",0,2.56402348551273,0.116,0.019,0,"AT2","CREB3L1",0.297426724319477
"PRDM52",0,1.32003998351057,0.144,0.047,0,"AT2","PRDM5",0.190085757625523
"AQP1",0,2.26815394425729,0.113,0.017,0,"AT2","AQP1",0.256301395701074
"APTR1",0,2.11333233224031,0.123,0.027,0,"AT2","APTR",0.259939876865558
"AMOTL12",0,1.1100724083968,0.158,0.062,0,"AT2","AMOTL1",0.175391440526694
"CXCL17",0,3.52954350520636,0.104,0.008,0,"AT2","CXCL17",0.367072524541461
"CYP4B11",0,1.20818782529402,0.139,0.044,0,"AT2","CYP4B1",0.167938107715869
"GPR160",0,2.85621459520099,0.106,0.011,0,"AT2","GPR160",0.302758747091305
"KRT81",0,2.54715401903887,0.115,0.02,0,"AT2","KRT8",0.29292271218947
"MAP3K91",0,1.79144064726479,0.118,0.023,0,"AT2","MAP3K9",0.211389996377246
"DMKN1",0,2.25558067670532,0.116,0.021,0,"AT2","DMKN",0.261647358497817
"BAIAP21",0,1.38979320851536,0.143,0.048,0,"AT2","BAIAP2",0.198740428817696
"GALNT3",0,1.49322758901959,0.122,0.028,0,"AT2","GALNT3",0.18217376586039
"ERC21",0,2.60413435142271,0.108,0.014,0,"AT2","ERC2",0.281246509953652
"TM4SF11",0,2.09145712753158,0.118,0.024,0,"AT2","TM4SF1",0.246791941048726
"CAPN12",0,2.60131335566646,0.109,0.015,0,"AT2","CAPN12",0.283543155767644
"SLC44A31",0,2.00779936111556,0.119,0.026,0,"AT2","SLC44A3",0.238928123972752
"ZDHHC31",0,1.26642637429695,0.152,0.059,0,"AT2","ZDHHC3",0.192496808893137
"EPDR1",0,1.65127996867978,0.122,0.029,0,"AT2","EPDR1",0.201456156178934
"TMEM64",0,2.39054371321608,0.11,0.018,0,"AT2","TMEM64",0.262959808453769
"LURAP1L2",0,1.27682573883544,0.151,0.059,0,"AT2","LURAP1L",0.192800686564151
"CPAMD8",0,1.90395543886553,0.11,0.019,0,"AT2","CPAMD8",0.209435098275208
"BTG31",0,1.09794700536553,0.138,0.048,0,"AT2","BTG3",0.151516686740444
"SLC12A2",0,1.09309191852146,0.143,0.053,0,"AT2","SLC12A2",0.156312144348568
"MARC22",0,1.33512983881069,0.134,0.045,0,"AT2","MARC2",0.178907398400632
"CFI",0,1.9575573415231,0.113,0.024,0,"AT2","CFI",0.22120397959211
"GRAMD2A1",0,2.07407955273174,0.112,0.023,0,"AT2","GRAMD2A",0.232296909905955
"RMC1",0,1.40691785445107,0.136,0.048,0,"AT2","RMC1",0.191340828205345
"SQLE",0,2.30231628581278,0.11,0.022,0,"AT2","SQLE",0.253254791439406
"AKAP1",0,1.99083431069669,0.114,0.027,0,"AT2","AKAP1",0.226955111419422
"LRRC23",0,1.51226583643736,0.124,0.037,0,"AT2","LRRC23",0.187520963718232
"IQCN",0,2.64883544310477,0.103,0.016,0,"AT2","IQCN",0.272830050639791
"AQP41",0,2.59169987597482,0.101,0.015,0,"AT2","AQP4",0.261761687473457
"SFTA1P1",0,1.8437831344583,0.111,0.025,0,"AT2","SFTA1P",0.204659927924872
"CNTN41",0,1.306663494053,0.123,0.038,0,"AT2","CNTN4",0.160719609768518
"CYP51A1",0,1.64600005933668,0.115,0.031,0,"AT2","CYP51A1",0.189290006823718
"SERPINB1",0,1.59504849042269,0.123,0.039,0,"AT2","SERPINB1",0.196190964321991
"GIPC11",0,1.32639348363734,0.128,0.046,0,"AT2","GIPC1",0.16977836590558
"SCGB2B2",0,1.35080202899056,0.127,0.045,0,"AT2","SCGB2B2",0.171551857681801
"SELENOW1",0,1.54315179352343,0.124,0.042,0,"AT2","SELENOW",0.191350822396905
"IDI1",0,1.71163567366421,0.11,0.029,0,"AT2","IDI1",0.188279924103063
"SNHG25",0,1.76951566520585,0.112,0.031,0,"AT2","SNHG25",0.198185754503055
"ACADSB",0,1.60965657160388,0.106,0.025,0,"AT2","ACADSB",0.170623596590011
"HIP1R",0,1.66157822284743,0.103,0.022,0,"AT2","HIP1R",0.171142556953285
"AATK1",0,1.29488306863174,0.121,0.04,0,"AT2","AATK",0.156680851304441
"C9orf1471",0,1.37017093598112,0.123,0.043,0,"AT2","C9orf147",0.168531025125678
"SFRP4",0,1.41839196691952,0.108,0.029,0,"AT2","SFRP4",0.153186332427308
"ACSL5",0,1.32105350607857,0.113,0.034,0,"AT2","ACSL5",0.149279046186878
"PPL1",0,1.56825579708619,0.108,0.029,0,"AT2","PPL",0.169371626085309
"ABO1",0,1.80696048273026,0.102,0.023,0,"AT2","ABO",0.184309969238487
"UBTD11",0,1.49481968484724,0.119,0.04,0,"AT2","UBTD1",0.177883542496821
"NDFIP21",0,1.18891570998128,0.12,0.041,0,"AT2","NDFIP2",0.142669885197754
"RMDN2",0,1.64135043936943,0.109,0.031,0,"AT2","RMDN2",0.178907197891268
"SLAIN1",0,1.53937833943234,0.1,0.023,0,"AT2","SLAIN1",0.153937833943234
"TMEM116",0,1.57035756622539,0.103,0.026,0,"AT2","TMEM116",0.161746829321215
"PPP3CB-AS11",0,1.83891911185937,0.102,0.026,0,"AT2","PPP3CB-AS1",0.187569749409655
"PTCHD4",0,1.54112653179115,0.102,0.027,0,"AT2","PTCHD4",0.157194906242697
"ST7-AS2",0,1.53488486626894,0.11,0.036,0,"AT2","ST7-AS2",0.168837335289583
"CGN1",0,1.45912855158963,0.104,0.03,0,"AT2","CGN",0.151749369365322
"SEMA4A",0,1.95774014282499,0.104,0.03,0,"AT2","SEMA4A",0.203604974853799
"IRAK1BP1",0,1.38356644427938,0.108,0.034,0,"AT2","IRAK1BP1",0.149425175982173
"CELF2-AS21",0,1.60128037258548,0.104,0.031,0,"AT2","CELF2-AS2",0.16653315874889
"ASL",0,1.69875701133089,0.106,0.034,0,"AT2","ASL",0.180068243201074
"LIX1-AS1",0,1.51723269119112,0.101,0.03,0,"AT2","LIX1-AS1",0.153240501810303
"GRIP11",0,1.3097701870988,0.1,0.029,0,"AT2","GRIP1",0.13097701870988
"PROS12",5.61251055147616e-306,1.00482610232881,0.164,0.067,1.65765499137848e-301,"AT2","PROS1",0.164791480781924
"WLS2",1.22413954880472e-305,1.04620134646654,0.167,0.069,3.61549615739475e-301,"AT2","WLS",0.174715624859912
"INTS121",2.06511358035191e-305,1.09771315552898,0.159,0.064,6.09931295956938e-301,"AT2","INTS12",0.174536391729107
"SAMD51",4.99285387861214e-304,1.3375812455271,0.109,0.036,1.4746393930481e-299,"AT2","SAMD5",0.145796355762454
"KCTD1",6.40054856684663e-303,1.43272519657464,0.104,0.033,1.89040201921815e-298,"AT2","KCTD1",0.149003420443763
"ADGRA31",1.4953311636565e-292,1.07793542459274,0.136,0.052,4.41646059185947e-288,"AT2","ADGRA3",0.146599217744613
"F11R1",1.00926999359715e-291,1.06600599805514,0.149,0.06,2.98087892608919e-287,"AT2","F11R",0.158834893710216
"KIFC32",1.24458625029885e-291,1.01067251277015,0.177,0.077,3.67588549025766e-287,"AT2","KIFC3",0.178889034760317
"DIAPH2-AS11",5.87666543453951e-287,1.12989119953839,0.187,0.085,1.73567313609124e-282,"AT2","DIAPH2-AS1",0.21128965431368
"PLCG1-AS1",3.40012296681849e-282,1.52199989059597,0.112,0.039,1.00422631824984e-277,"AT2","PLCG1-AS1",0.170463987746749
"EGR11",3.27160428875018e-281,1.46480989224084,0.112,0.04,9.66268326682365e-277,"AT2","EGR1",0.164058707930974
"PUS10",2.18268638206038e-278,1.21761749445901,0.109,0.038,6.44656422941533e-274,"AT2","PUS10",0.132720306896033
"CTNNAL1",4.22691882768118e-275,1.24411014278555,0.121,0.045,1.24842047575564e-270,"AT2","CTNNAL1",0.150537327277052
"PEX13",7.31794184267076e-262,1.10089546475939,0.117,0.043,2.16135412323281e-257,"AT2","PEX13",0.128804769376848
"CTNNBIP11",9.718612495803e-258,1.19048570490882,0.116,0.043,2.87039220063542e-253,"AT2","CTNNBIP1",0.138096341769423
"CLCN51",1.02653582910743e-257,1.12389118428447,0.135,0.055,3.0318735712688e-253,"AT2","CLCN5",0.151725309878403
